id,value
KEYWORDS,
KEYWORDS.Adaptive Collaborative Learning Support,
KEYWORDS.Adaptive Hypermedia,
KEYWORDS.Bayesian Knowledge Tracing,
KEYWORDS.Bayesian Networks,
KEYWORDS.Beginner Programmers,
KEYWORDS.Bloom Taxonomy,
KEYWORDS.Case-Based Learning,
KEYWORDS.Cognitive Modeling,
KEYWORDS.Collaboration,
KEYWORDS.Collaborative Learning,
KEYWORDS.Collaborative Learning Activities,
KEYWORDS.Collaborative Learning Scenarios,
KEYWORDS.Collaborative Programming,
KEYWORDS.Collaborative Work,
KEYWORDS.Computer Programming Teaching And Learning,
KEYWORDS.Computer Supported,
KEYWORDS.Computer Supported Collaborative Learning (CSCL),
KEYWORDS.Constraint Satisfaction,
KEYWORDS.Contrubition Quality,
KEYWORDS.Conversational Agents,
KEYWORDS.Cooperative Learning,
KEYWORDS.Creative Thinking,
KEYWORDS.Cs1,
KEYWORDS.Data Mining,
KEYWORDS.Distance Education,
KEYWORDS.E-Collaboration,
KEYWORDS.E-Learning,
KEYWORDS.E-Tutor Skills,
KEYWORDS.Ebooks,
KEYWORDS.Educational Data Mining,
KEYWORDS.Educational Effectiveness,
KEYWORDS.Evaluation,
KEYWORDS.Evaluation Groups,
KEYWORDS.Framework,
KEYWORDS.Gamification,
KEYWORDS.Greedy Algorthms,
KEYWORDS.Group Cognition,
KEYWORDS.Group Formation,
KEYWORDS.History,
KEYWORDS.Individualized Instruction,
KEYWORDS.Integration Models,
KEYWORDS.Intelligent Support Systems,
KEYWORDS.Irt,
KEYWORDS._Knowledge Management,
KEYWORDS.Knowledge Sharing,
KEYWORDS.Learner Models,
KEYWORDS.Learning Analytics,
KEYWORDS.Learning Environments,
KEYWORDS.Learning Team Formation,
KEYWORDS.Learning Through Peer Interaction,
KEYWORDS.Machine Learning,
KEYWORDS.Massive Open Online Courses,
KEYWORDS.Memetic Algorithms,
KEYWORDS.Mobile Devices,
KEYWORDS.Model Tracing,
KEYWORDS.Moodle,
KEYWORDS.Motivation,
KEYWORDS._Multiagent Coalition Formation,
KEYWORDS.Multiagent Systems,
KEYWORDS.Novice Programmer,
KEYWORDS.Parsons Problem,
KEYWORDS.Participation,
KEYWORDS.Personalized Training,
KEYWORDS.Perspectives,
KEYWORDS.Poks,
KEYWORDS.Probabilistic Models,
KEYWORDS.Problem Solving,
KEYWORDS.Program Animation And Simulation,
KEYWORDS.Program Visualization,
KEYWORDS.Programing Style,
KEYWORDS.Programming Education,
KEYWORDS.Social Media,
KEYWORDS.Social Network Analysis,
KEYWORDS.Social Software,
KEYWORDS.Software Engineering Education,
KEYWORDS.Solution-Based Multi-Agent System,
KEYWORDS.Statistics And Analysis Tools,
KEYWORDS.Strategies,
KEYWORDS.Student Activities,
KEYWORDS.Student Members,
KEYWORDS.Student Modeling,
KEYWORDS.Student Models,
KEYWORDS.Support,
KEYWORDS.Teaching Of Programming,
KEYWORDS.Team Roles,
KEYWORDS.Text Mining,
KEYWORDS.Text-To-Flowchart Conversion,
KEYWORDS.Tools,
KEYWORDS.Virtual Classroom,
KEYWORDS.Web 2*0,
KEYWORDS.Wiki,
KEYWORDS.Writing,
KEYWORD._Knowledge Management.10*1016/j*procs*2014*12*021,1
KEYWORD._Multiagent Coalition Formation.10*1109/ICALT*2003*1215118,1
KEYWORD._Multiagent Coalition Formation.isbn=1577352815,1
KEYWORD.Adaptive Collaborative Learning Support.10*1109/TLT*2011*2,1
KEYWORD.Adaptive Hypermedia.10*1109/TLT*2011*2,1
KEYWORD.Bayesian Knowledge Tracing.10*1007/s40593-016-0107-y,1
KEYWORD.Bayesian Networks.10*1007/s11257-011-9106-8,1
KEYWORD.Beginner Programmers.10*1145/2787622*2787731,1
KEYWORD.Bloom Taxonomy.10*1016/J*CHB*2013*04*030,1
KEYWORD.Bloom Taxonomy.10*1145/2325296*2325338,1
KEYWORD.Case-Based Learning.10*1016/J*CHB*2013*04*030,1
KEYWORD.Cognitive Modeling.10*1007/s40593-016-0107-y,1
KEYWORD.Collaboration.10*1007/978-3-642-41347-6,1
KEYWORD.Collaboration.10*1109/TLT*2009*50,1
KEYWORD.Collaborative Learning Scenarios.10*1002/cae*21832,1
KEYWORD.Collaborative Learning Scenarios.10*1007/978-3-642-41347-6,1
KEYWORD.Collaborative Learning.10*1007/978-3-319-91743-6_26,1
KEYWORD.Collaborative Learning.10*1007/978-3-319-91743-6_26,1
KEYWORD.Collaborative Learning.10*1007/978-3-642-34010-9_9,1
KEYWORD.Collaborative Learning.10*1109/FIE*2006*322313,1
KEYWORD.Collaborative Learning.10*1109/ICALT*2003*1215118,1
KEYWORD.Collaborative Learning.10*1109/TLT*2010*28,1
KEYWORD.Collaborative Learning.10*1109/TLT*2011*2,1
KEYWORD.Collaborative Learning.10*1145/2590651*2590680,1
KEYWORD.Collaborative Learning.10*1145/2839509*2844615,1
KEYWORD.Collaborative Learning.10*4018/jec*2012100101,1
KEYWORD.Collaborative Programming.10*3217/jucs-011-09-1505,1
KEYWORD.Collaborative Programming.isbn=978-1-61499-125-0,1
KEYWORD.Collaborative Work.10*1109/TLT*2009*50,1
KEYWORD.Computer Programming Teaching And Learning.10*1016/J*CHB*2013*04*030,1
KEYWORD.Computer Programming Teaching And Learning.10*1109/FIE*2006*322313,1
KEYWORD.Computer Programming Teaching And Learning.10*3217/jucs-011-09-1505,1
KEYWORD.Computer Programming Teaching And Learning.isbn=978-1-61499-125-0,1
KEYWORD.Computer Supported Collaborative Learning (CSCL).10*1*1*167*4896,1
KEYWORD.Computer Supported Collaborative Learning (CSCL).10*1002/cae*21655,1
